drive_id,start_yardline,start_time_left,start_posteam_score,start_defteam_score,drive_result,time_elapsed,posteam_score_change,defteam_score_change,next_drive_start_yardline
2020_05_CIN_BAL_15,75,1800.0,17.0,0.0,PUNT,91.0,0.0,0.0,75.0
2020_05_CIN_BAL_16,75,1701.0,0.0,17.0,PUNT,141.0,0.0,0.0,80.0
2020_05_CIN_BAL_17,80,1550.0,17.0,0.0,PUNT,141.0,0.0,0.0,80.0
2020_05_CIN_BAL_18,80,1401.0,0.0,17.0,PUNT,121.0,0.0,0.0,65.0
2020_05_CIN_BAL_19,65,1268.0,17.0,0.0,FIELD_GOAL,208.0,3.0,0.0,75.0
2020_05_CIN_BAL_20,75,1056.0,0.0,20.0,PUNT,264.0,0.0,0.0,80.0
2020_05_CIN_BAL_21,80,783.0,20.0,0.0,PUNT,94.0,0.0,0.0,77.0
2020_05_CIN_BAL_22,77,683.0,0.0,20.0,FUMBLE,168.0,0.0,6.0,75.0
2020_05_CIN_BAL_23,75,501.0,0.0,27.0,FIELD_GOAL,464.0,3.0,0.0,63.0
2020_05_CIN_BAL_24,63,25.0,27.0,3.0,END_GAME,0.0,0.0,0.0,63.0
2020_05_IND_CLE_1,75,3596.0,0.0,0.0,FIELD_GOAL,269.0,3.0,0.0,72.0
2020_05_IND_CLE_2,72,3318.0,0.0,3.0,TOUCHDOWN,258.0,7.0,0.0,81.0
2020_05_IND_CLE_3,81,3055.0,3.0,7.0,TOUCHDOWN,409.0,7.0,0.0,75.0
2020_05_IND_CLE_4,75,2646.0,7.0,10.0,FIELD_GOAL,228.0,3.0,0.0,75.0
2020_05_IND_CLE_5,75,2415.0,10.0,10.0,TOUCHDOWN,257.0,7.0,0.0,75.0
2020_05_IND_CLE_6,75,2151.0,10.0,17.0,PUNT,87.0,0.0,0.0,82.0
2020_05_IND_CLE_7,82,2053.0,17.0,10.0,FIELD_GOAL,236.0,3.0,0.0,75.0
2020_05_IND_CLE_8,75,1813.0,10.0,20.0,END_HALF,0.0,0.0,0.0,74.0
2020_05_IND_CLE_9,74,1793.0,10.0,20.0,INTERCEPTION,147.0,0.0,6.0,15.0
2020_05_IND_CLE_10,15,1620.0,16.0,27.0,TOUCHDOWN,0.0,1.0,0.0,75.0
2020_05_IND_CLE_11,75,1620.0,27.0,17.0,INTERCEPTION,157.0,0.0,0.0,48.0
2020_05_IND_CLE_12,48,1453.0,17.0,27.0,FIELD_GOAL,311.0,3.0,0.0,78.0
2020_05_IND_CLE_13,78,1133.0,27.0,20.0,PUNT,242.0,0.0,0.0,96.0
2020_05_IND_CLE_14,96,884.0,20.0,27.0,SAFETY,0.0,0.0,2.0,60.0
2020_05_IND_CLE_15,60,873.0,29.0,20.0,PUNT,52.0,0.0,0.0,87.0
2020_05_IND_CLE_16,87,810.0,20.0,29.0,INTERCEPTION,115.0,0.0,0.0,49.0
2020_05_IND_CLE_17,49,684.0,29.0,20.0,INTERCEPTION,248.0,0.0,0.0,70.0
2020_05_IND_CLE_18,70,425.0,20.0,29.0,FIELD_GOAL,251.0,3.0,0.0,68.0
2020_05_IND_CLE_19,68,164.0,29.0,23.0,FIELD_GOAL,139.0,3.0,0.0,78.0
2020_05_IND_CLE_20,78,16.0,23.0,32.0,END_GAME,4.0,0.0,0.0,77.0
2020_05_JAX_HOU_1,75,3600.0,0.0,0.0,PUNT,118.0,0.0,0.0,84.0
2020_05_JAX_HOU_2,84,3471.0,0.0,0.0,PUNT,142.0,0.0,0.0,87.0
2020_05_JAX_HOU_3,87,3322.0,0.0,0.0,PUNT,211.0,0.0,0.0,91.0
2020_05_JAX_HOU_4,91,3102.0,0.0,0.0,FIELD_GOAL,451.0,3.0,0.0,75.0
2020_05_JAX_HOU_5,75,2647.0,0.0,3.0,TOUCHDOWN,454.0,7.0,0.0,75.0
2020_05_JAX_HOU_6,75,2193.0,3.0,7.0,TOUCHDOWN,121.0,7.0,0.0,75.0
2020_05_JAX_HOU_7,75,2072.0,7.0,10.0,MISSED_FG,235.0,0.0,0.0,80.0
2020_05_JAX_HOU_8,80,1834.0,10.0,7.0,INTERCEPTION,0.0,0.0,0.0,36.0
2020_05_JAX_HOU_9,36,1826.0,7.0,10.0,MISSED_FG,22.0,0.0,0.0,75.0
2020_05_JAX_HOU_10,75,1800.0,10.0,7.0,FIELD_GOAL,202.0,3.0,0.0,60.0
2020_05_JAX_HOU_11,60,1587.0,7.0,13.0,PUNT,121.0,0.0,0.0,94.0
2020_05_JAX_HOU_12,94,1453.0,13.0,7.0,INTERCEPTION,122.0,0.0,0.0,27.0
2020_05_JAX_HOU_13,27,1312.0,7.0,13.0,FUMBLE,211.0,0.0,0.0,90.0
2020_05_JAX_HOU_14,90,1096.0,13.0,7.0,TOUCHDOWN,240.0,7.0,0.0,75.0
2020_05_JAX_HOU_15,75,856.0,7.0,20.0,TOUCHDOWN,238.0,7.0,0.0,75.0
2020_05_JAX_HOU_16,75,618.0,20.0,14.0,FIELD_GOAL,166.0,3.0,0.0,75.0
2020_05_JAX_HOU_17,75,449.0,14.0,23.0,FUMBLE,62.0,0.0,0.0,34.0
2020_05_JAX_HOU_18,34,374.0,23.0,14.0,TOUCHDOWN,95.0,7.0,0.0,75.0
2020_05_JAX_HOU_19,75,279.0,14.0,30.0,DOWNS,175.0,0.0,0.0,68.0
2020_05_JAX_HOU_20,68,98.0,30.0,14.0,END_GAME,61.0,0.0,0.0,33.0
2020_05_LAC_NO_1,85,3597.0,0.0,0.0,PUNT,84.0,0.0,0.0,53.0
2020_05_LAC_NO_2,53,3503.0,0.0,0.0,PUNT,138.0,0.0,0.0,80.0
2020_05_LAC_NO_3,80,3359.0,0.0,0.0,TOUCHDOWN,273.0,6.0,0.0,78.0
2020_05_LAC_NO_4,78,3082.0,0.0,6.0,PUNT,122.0,0.0,0.0,83.0
2020_05_LAC_NO_5,83,2952.0,6.0,0.0,PUNT,79.0,0.0,0.0,48.0
2020_05_LAC_NO_6,48,2861.0,0.0,6.0,FIELD_GOAL,160.0,3.0,0.0,75.0
2020_05_LAC_NO_7,75,2700.0,6.0,3.0,TOUCHDOWN,239.0,7.0,0.0,75.0
2020_05_LAC_NO_8,75,2461.0,3.0,13.0,PUNT,92.0,0.0,0.0,80.0
2020_05_LAC_NO_9,80,2361.0,13.0,3.0,PUNT,140.0,0.0,0.0,84.0
2020_05_LAC_NO_10,84,2207.0,3.0,13.0,INTERCEPTION,43.0,0.0,0.0,1.0
2020_05_LAC_NO_11,1,2148.0,13.0,3.0,TOUCHDOWN,83.0,7.0,0.0,75.0
2020_05_LAC_NO_12,75,2065.0,3.0,20.0,PUNT,103.0,0.0,0.0,82.0
2020_05_LAC_NO_13,82,1950.0,20.0,3.0,PUNT,19.0,0.0,0.0,51.0
2020_05_LAC_NO_14,51,1919.0,3.0,20.0,TOUCHDOWN,105.0,7.0,0.0,83.0
2020_05_LAC_NO_15,83,1810.0,20.0,10.0,END_HALF,0.0,0.0,0.0,75.0
2020_05_LAC_NO_16,75,1800.0,10.0,20.0,PUNT,219.0,0.0,0.0,89.0
2020_05_LAC_NO_17,89,1574.0,20.0,10.0,PUNT,164.0,0.0,0.0,75.0
2020_05_LAC_NO_18,75,1397.0,10.0,20.0,FIELD_GOAL,200.0,3.0,0.0,75.0
2020_05_LAC_NO_19,75,1192.0,20.0,13.0,PUNT,202.0,0.0,0.0,89.0
2020_05_LAC_NO_20,89,983.0,13.0,20.0,TOUCHDOWN,302.0,7.0,0.0,83.0
2020_05_LAC_NO_21,83,677.0,20.0,20.0,PUNT,233.0,0.0,0.0,77.0
2020_05_LAC_NO_22,77,432.0,20.0,20.0,PUNT,83.0,0.0,0.0,78.0
2020_05_LAC_NO_23,78,342.0,20.0,20.0,TOUCHDOWN,122.0,7.0,0.0,73.0
2020_05_LAC_NO_24,73,214.0,20.0,27.0,TOUCHDOWN,162.0,7.0,0.0,80.0
2020_05_LAC_NO_25,80,47.0,27.0,27.0,MISSED_FG,42.0,0.0,0.0,66.0
2020_05_LAC_NO_26,66,593.0,27.0,27.0,FIELD_GOAL,282.0,3.0,0.0,75.0
2020_05_LAC_NO_27,75,308.0,27.0,30.0,DOWNS,45.0,0.0,0.0,56.0
2020_05_LA_WAS_1,75,3600.0,0.0,0.0,PUNT,81.0,0.0,0.0,76.0
2020_05_LA_WAS_2,76,3512.0,0.0,0.0,TOUCHDOWN,363.0,6.0,0.0,73.0
2020_05_LA_WAS_3,73,3144.0,0.0,6.0,TOUCHDOWN,350.0,7.0,0.0,75.0
2020_05_LA_WAS_4,75,2794.0,6.0,7.0,TOUCHDOWN,102.0,7.0,0.0,90.0
2020_05_LA_WAS_5,90,2687.0,7.0,13.0,PUNT,149.0,0.0,0.0,83.0
2020_05_LA_WAS_6,83,2532.0,13.0,7.0,TOUCHDOWN,280.0,7.0,0.0,75.0
2020_05_LA_WAS_7,75,2252.0,7.0,20.0,PUNT,89.0,0.0,0.0,78.0
2020_05_LA_WAS_8,78,2149.0,20.0,7.0,PUNT,166.0,0.0,0.0,89.0
2020_05_LA_WAS_9,89,1975.0,7.0,20.0,PUNT,75.0,0.0,0.0,76.0
2020_05_LA_WAS_10,76,1892.0,20.0,7.0,INTERCEPTION,37.0,0.0,0.0,59.0
2020_05_LA_WAS_11,59,1849.0,7.0,20.0,FIELD_GOAL,46.0,3.0,0.0,75.0
2020_05_LA_WAS_12,75,1800.0,20.0,10.0,PUNT,115.0,0.0,0.0,51.0
2020_05_LA_WAS_13,51,1674.0,10.0,20.0,PUNT,110.0,0.0,0.0,80.0
2020_05_LA_WAS_14,80,1555.0,20.0,10.0,FIELD_GOAL,227.0,3.0,0.0,75.0
2020_05_LA_WAS_15,75,1324.0,10.0,23.0,PUNT,82.0,0.0,0.0,70.0
2020_05_LA_WAS_16,70,1229.0,23.0,10.0,PUNT,119.0,0.0,0.0,94.0
2020_05_LA_WAS_17,94,1102.0,10.0,23.0,PUNT,118.0,0.0,0.0,43.0
2020_05_LA_WAS_18,43,974.0,23.0,10.0,DOWNS,74.0,0.0,0.0,65.0
2020_05_LA_WAS_19,65,895.0,10.0,23.0,DOWNS,80.0,0.0,0.0,43.0
2020_05_LA_WAS_20,43,812.0,23.0,10.0,PUNT,131.0,0.0,0.0,92.0
2020_05_LA_WAS_21,92,671.0,10.0,23.0,PUNT,88.0,0.0,0.0,51.0
2020_05_LA_WAS_22,51,571.0,23.0,10.0,TOUCHDOWN,174.0,7.0,0.0,75.0
2020_05_LA_WAS_23,75,397.0,10.0,30.0,PUNT,51.0,0.0,0.0,80.0
2020_05_LA_WAS_24,80,337.0,30.0,10.0,PUNT,181.0,0.0,0.0,93.0
2020_05_LA_WAS_25,93,147.0,10.0,30.0,PUNT,32.0,0.0,0.0,67.0
2020_05_LA_WAS_26,67,105.0,30.0,10.0,END_GAME,70.0,0.0,0.0,66.0
2020_05_LV_KC_1,75,3600.0,0.0,0.0,PUNT,130.0,0.0,0.0,95.0
2020_05_LV_KC_2,95,3454.0,0.0,0.0,FIELD_GOAL,345.0,3.0,0.0,88.0
2020_05_LV_KC_3,88,3098.0,0.0,3.0,TOUCHDOWN,272.0,7.0,0.0,91.0
2020_05_LV_KC_4,91,2821.0,3.0,7.0,INTERCEPTION,75.0,0.0,0.0,28.0
2020_05_LV_KC_5,28,2734.0,7.0,3.0,TOUCHDOWN,65.0,7.0,0.0,75.0
2020_05_LV_KC_6,75,2669.0,3.0,14.0,TOUCHDOWN,161.0,7.0,0.0,75.0
2020_05_LV_KC_7,75,2508.0,14.0,10.0,TOUCHDOWN,164.0,7.0,0.0,75.0
2020_05_LV_KC_8,75,2344.0,10.0,21.0,TOUCHDOWN,160.0,7.0,0.0,75.0
2020_05_LV_KC_9,75,2184.0,21.0,17.0,PUNT,118.0,0.0,0.0,80.0
2020_05_LV_KC_10,80,2056.0,17.0,21.0,TOUCHDOWN,97.0,7.0,0.0,72.0
2020_05_LV_KC_11,72,1953.0,21.0,24.0,FIELD_GOAL,121.0,3.0,0.0,68.0
2020_05_LV_KC_12,68,1823.0,24.0,24.0,END_HALF,6.0,0.0,0.0,75.0
2020_05_LV_KC_13,75,1800.0,24.0,24.0,PUNT,80.0,0.0,0.0,84.0
2020_05_LV_KC_14,84,1711.0,24.0,24.0,PUNT,117.0,0.0,0.0,76.0
2020_05_LV_KC_15,76,1586.0,24.0,24.0,PUNT,94.0,0.0,0.0,94.0
2020_05_LV_KC_16,94,1483.0,24.0,24.0,PUNT,139.0,0.0,0.0,71.0
2020_05_LV_KC_17,71,1335.0,24.0,24.0,TOUCHDOWN,481.0,6.0,0.0,75.0
2020_05_LV_KC_18,75,854.0,24.0,30.0,PUNT,137.0,0.0,0.0,70.0
2020_05_LV_KC_19,70,710.0,30.0,24.0,FIELD_GOAL,311.0,3.0,0.0,75.0
2020_05_LV_KC_20,75,394.0,24.0,33.0,INTERCEPTION,50.0,0.0,0.0,2.0
2020_05_LV_KC_21,2,331.0,33.0,24.0,TOUCHDOWN,5.0,7.0,0.0,75.0
2020_05_LV_KC_22,75,326.0,24.0,40.0,TOUCHDOWN,89.0,8.0,0.0,65.0
2020_05_LV_KC_23,65,235.0,40.0,32.0,END_GAME,196.0,0.0,0.0,45.0
2020_05_MIA_SF_1,75,3600.0,0.0,0.0,PUNT,71.0,0.0,0.0,79.0
2020_05_MIA_SF_2,79,3517.0,0.0,0.0,TOUCHDOWN,172.0,7.0,0.0,75.0
2020_05_MIA_SF_3,75,3345.0,0.0,7.0,DOWNS,185.0,0.0,0.0,56.0
2020_05_MIA_SF_4,56,3153.0,7.0,0.0,TOUCHDOWN,199.0,7.0,0.0,86.0
2020_05_MIA_SF_5,86,2949.0,0.0,14.0,PUNT,200.0,0.0,0.0,95.0
2020_05_MIA_SF_6,95,2739.0,14.0,0.0,PUNT,119.0,0.0,0.0,49.0
2020_05_MIA_SF_7,49,2605.0,0.0,14.0,TOUCHDOWN,78.0,7.0,0.0,78.0
2020_05_MIA_SF_8,78,2520.0,14.0,7.0,TOUCHDOWN,271.0,7.0,0.0,75.0
2020_05_MIA_SF_9,75,2249.0,7.0,21.0,PUNT,160.0,0.0,0.0,79.0
2020_05_MIA_SF_10,79,2080.0,21.0,7.0,FIELD_GOAL,156.0,3.0,0.0,75.0
2020_05_MIA_SF_11,75,1920.0,7.0,24.0,INTERCEPTION,10.0,0.0,0.0,37.0
2020_05_MIA_SF_12,37,1901.0,24.0,7.0,FIELD_GOAL,58.0,3.0,0.0,75.0
2020_05_MIA_SF_13,75,1838.0,7.0,27.0,INTERCEPTION,12.0,0.0,0.0,19.0
2020_05_MIA_SF_14,19,1814.0,27.0,7.0,FIELD_GOAL,9.0,3.0,0.0,75.0
2020_05_MIA_SF_15,75,1800.0,30.0,7.0,PUNT,203.0,0.0,0.0,74.0
2020_05_MIA_SF_16,74,1587.0,7.0,30.0,TOUCHDOWN,200.0,7.0,0.0,75.0
2020_05_MIA_SF_17,75,1387.0,30.0,14.0,TOUCHDOWN,205.0,7.0,0.0,75.0
2020_05_MIA_SF_18,75,1182.0,14.0,37.0,FIELD_GOAL,231.0,3.0,0.0,75.0
2020_05_MIA_SF_19,75,946.0,37.0,17.0,FIELD_GOAL,421.0,3.0,0.0,75.0
2020_05_MIA_SF_20,75,520.0,17.0,40.0,DOWNS,64.0,0.0,0.0,33.0
2020_05_MIA_SF_21,33,452.0,40.0,17.0,FIELD_GOAL,95.0,3.0,0.0,75.0
2020_05_MIA_SF_22,75,352.0,17.0,43.0,FUMBLE,95.0,0.0,0.0,31.0
2020_05_MIA_SF_23,31,249.0,43.0,17.0,END_GAME,214.0,0.0,0.0,21.0
2020_05_MIN_SEA_1,77,3593.0,0.0,0.0,TOUCHDOWN,365.0,7.0,0.0,75.0
2020_05_MIN_SEA_2,75,3228.0,0.0,7.0,PUNT,294.0,0.0,0.0,98.0
2020_05_MIN_SEA_3,98,2926.0,7.0,0.0,FIELD_GOAL,607.0,3.0,0.0,75.0
2020_05_MIN_SEA_4,75,2313.0,0.0,10.0,PUNT,177.0,0.0,0.0,88.0
2020_05_MIN_SEA_5,88,2128.0,10.0,0.0,PUNT,124.0,0.0,0.0,60.0
2020_05_MIN_SEA_6,60,1994.0,0.0,10.0,PUNT,80.0,0.0,0.0,85.0
2020_05_MIN_SEA_7,85,1907.0,10.0,0.0,FIELD_GOAL,92.0,3.0,0.0,75.0
2020_05_MIN_SEA_8,75,1810.0,0.0,13.0,END_HALF,8.0,0.0,0.0,75.0
2020_05_MIN_SEA_9,75,1800.0,0.0,13.0,PUNT,104.0,0.0,0.0,85.0
2020_05_MIN_SEA_10,85,1685.0,13.0,0.0,PUNT,74.0,0.0,0.0,58.0
2020_05_MIN_SEA_11,58,1597.0,0.0,13.0,TOUCHDOWN,102.0,7.0,0.0,75.0
2020_05_MIN_SEA_12,75,1495.0,13.0,7.0,FUMBLE,49.0,0.0,0.0,15.0
2020_05_MIN_SEA_13,15,1438.0,7.0,13.0,TOUCHDOWN,39.0,7.0,0.0,75.0
2020_05_MIN_SEA_14,75,1399.0,13.0,14.0,INTERCEPTION,0.0,0.0,0.0,29.0
2020_05_MIN_SEA_15,29,1389.0,14.0,13.0,TOUCHDOWN,7.0,7.0,0.0,77.0
2020_05_MIN_SEA_16,77,1378.0,13.0,21.0,TOUCHDOWN,259.0,6.0,0.0,75.0
2020_05_MIN_SEA_17,75,1119.0,21.0,19.0,PUNT,193.0,0.0,0.0,97.0
2020_05_MIN_SEA_18,97,919.0,19.0,21.0,TOUCHDOWN,491.0,7.0,0.0,75.0
2020_05_MIN_SEA_19,75,428.0,21.0,26.0,INTERCEPTION,72.0,0.0,0.0,50.0
2020_05_MIN_SEA_20,50,345.0,26.0,21.0,DOWNS,225.0,0.0,0.0,94.0
2020_05_MIN_SEA_21,94,117.0,21.0,26.0,TOUCHDOWN,102.0,6.0,0.0,75.0
2020_05_MIN_SEA_22,75,15.0,26.0,27.0,END_GAME,5.0,0.0,0.0,65.0
2020_05_NYG_DAL_1,75,3600.0,0.0,0.0,FIELD_GOAL,217.0,3.0,0.0,75.0
2020_05_NYG_DAL_2,75,3380.0,0.0,3.0,TOUCHDOWN,267.0,7.0,0.0,75.0
2020_05_NYG_DAL_3,75,3113.0,3.0,7.0,INTERCEPTION,52.0,0.0,6.0,75.0
2020_05_NYG_DAL_4,75,3048.0,3.0,14.0,PUNT,78.0,0.0,0.0,75.0
2020_05_NYG_DAL_5,75,2961.0,14.0,3.0,FIELD_GOAL,346.0,3.0,0.0,75.0
2020_05_NYG_DAL_6,75,2610.0,3.0,17.0,TOUCHDOWN,419.0,7.0,0.0,75.0
2020_05_NYG_DAL_7,75,2191.0,17.0,10.0,FUMBLE,83.0,0.0,6.0,75.0
2020_05_NYG_DAL_8,75,2100.0,17.0,17.0,FIELD_GOAL,244.0,3.0,0.0,75.0
2020_05_NYG_DAL_9,75,1851.0,17.0,20.0,TOUCHDOWN,35.0,7.0,0.0,75.0
2020_05_NYG_DAL_10,75,1816.0,20.0,24.0,END_HALF,4.0,0.0,0.0,75.0
2020_05_NYG_DAL_11,75,1794.0,20.0,24.0,FIELD_GOAL,324.0,3.0,0.0,79.0
2020_05_NYG_DAL_12,79,1459.0,24.0,23.0,TOUCHDOWN,256.0,7.0,0.0,75.0
2020_05_NYG_DAL_13,75,1203.0,23.0,31.0,PUNT,115.0,0.0,0.0,71.0
2020_05_NYG_DAL_14,71,1074.0,31.0,23.0,PUNT,86.0,0.0,0.0,76.0
2020_05_NYG_DAL_15,76,980.0,23.0,31.0,FIELD_GOAL,308.0,3.0,0.0,81.0
2020_05_NYG_DAL_16,81,663.0,31.0,26.0,FUMBLE,0.0,0.0,0.0,17.0
2020_05_NYG_DAL_17,17,655.0,26.0,31.0,TOUCHDOWN,129.0,8.0,0.0,75.0
2020_05_NYG_DAL_18,75,526.0,31.0,34.0,FIELD_GOAL,406.0,3.0,0.0,76.0
2020_05_NYG_DAL_19,76,110.0,34.0,34.0,PUNT,50.0,0.0,0.0,88.0
2020_05_NYG_DAL_20,88,52.0,34.0,34.0,FIELD_GOAL,49.0,3.0,0.0,16.0
2020_05_PHI_PIT_1,83,3594.0,0.0,0.0,PUNT,99.0,0.0,0.0,54.0
2020_05_PHI_PIT_2,54,3483.0,0.0,0.0,PUNT,240.0,0.0,0.0,86.0
2020_05_PHI_PIT_3,86,3237.0,0.0,0.0,PUNT,35.0,0.0,0.0,62.0
2020_05_PHI_PIT_4,62,3191.0,0.0,0.0,TOUCHDOWN,427.0,7.0,0.0,75.0
2020_05_PHI_PIT_5,75,2764.0,0.0,7.0,TOUCHDOWN,57.0,7.0,0.0,75.0
2020_05_PHI_PIT_6,75,2707.0,7.0,7.0,TOUCHDOWN,198.0,7.0,0.0,76.0
2020_05_PHI_PIT_7,76,2505.0,7.0,14.0,TOUCHDOWN,328.0,7.0,0.0,75.0
2020_05_PHI_PIT_8,75,2177.0,14.0,14.0,FIELD_GOAL,257.0,3.0,0.0,75.0
2020_05_PHI_PIT_9,75,1917.0,14.0,17.0,END_HALF,104.0,0.0,0.0,75.0
2020_05_PHI_PIT_10,75,1800.0,17.0,14.0,TOUCHDOWN,119.0,7.0,0.0,85.0
2020_05_PHI_PIT_11,85,1676.0,14.0,24.0,INTERCEPTION,5.0,0.0,0.0,23.0
2020_05_PHI_PIT_12,23,1664.0,24.0,14.0,TOUCHDOWN,132.0,7.0,0.0,75.0
2020_05_PHI_PIT_13,75,1532.0,14.0,31.0,TOUCHDOWN,274.0,8.0,0.0,82.0
2020_05_PHI_PIT_14,82,1243.0,31.0,22.0,PUNT,221.0,0.0,0.0,80.0
2020_05_PHI_PIT_15,80,1014.0,22.0,31.0,TOUCHDOWN,327.0,7.0,0.0,76.0
2020_05_PHI_PIT_16,76,681.0,31.0,29.0,FUMBLE,292.0,0.0,0.0,55.0
2020_05_PHI_PIT_17,55,379.0,29.0,31.0,MISSED_FG,176.0,0.0,0.0,53.0
2020_05_PHI_PIT_18,53,198.0,31.0,29.0,TOUCHDOWN,19.0,7.0,0.0,75.0
2020_05_PHI_PIT_19,75,179.0,29.0,38.0,INTERCEPTION,41.0,0.0,0.0,75.0
2020_05_PHI_PIT_20,75,130.0,38.0,29.0,END_GAME,92.0,0.0,0.0,65.0
2020_05_TB_CHI_1,75,3600.0,0.0,0.0,FIELD_GOAL,308.0,3.0,0.0,76.0
2020_05_TB_CHI_2,76,3283.0,0.0,3.0,PUNT,148.0,0.0,0.0,85.0
2020_05_TB_CHI_3,85,3127.0,3.0,0.0,PUNT,79.0,0.0,0.0,75.0
2020_05_TB_CHI_4,75,3039.0,0.0,3.0,INTERCEPTION,122.0,0.0,0.0,50.0
2020_05_TB_CHI_5,50,2907.0,3.0,0.0,TOUCHDOWN,151.0,7.0,0.0,62.0
2020_05_TB_CHI_6,62,2749.0,0.0,10.0,PUNT,103.0,0.0,0.0,90.0
2020_05_TB_CHI_7,90,2639.0,10.0,0.0,FIELD_GOAL,411.0,3.0,0.0,75.0
2020_05_TB_CHI_8,75,2223.0,0.0,13.0,TOUCHDOWN,315.0,7.0,0.0,75.0
2020_05_TB_CHI_9,75,1908.0,13.0,7.0,FUMBLE,11.0,0.0,0.0,27.0
2020_05_TB_CHI_10,27,1891.0,7.0,13.0,TOUCHDOWN,55.0,7.0,0.0,75.0
2020_05_TB_CHI_11,75,1836.0,13.0,14.0,END_HALF,33.0,0.0,0.0,69.0
2020_05_TB_CHI_12,69,1792.0,14.0,13.0,PUNT,144.0,0.0,0.0,68.0
2020_05_TB_CHI_13,68,1635.0,13.0,14.0,FIELD_GOAL,186.0,3.0,0.0,75.0
2020_05_TB_CHI_14,75,1444.0,14.0,16.0,PUNT,100.0,0.0,0.0,50.0
2020_05_TB_CHI_15,50,1336.0,16.0,14.0,PUNT,261.0,0.0,0.0,88.0
2020_05_TB_CHI_16,88,1067.0,14.0,16.0,FIELD_GOAL,429.0,3.0,0.0,73.0
2020_05_TB_CHI_17,73,628.0,16.0,17.0,FIELD_GOAL,336.0,3.0,0.0,75.0
2020_05_TB_CHI_18,75,289.0,17.0,19.0,PUNT,110.0,0.0,0.0,84.0
2020_05_TB_CHI_19,84,168.0,19.0,17.0,PUNT,16.0,0.0,0.0,52.0
2020_05_TB_CHI_20,52,141.0,17.0,19.0,FIELD_GOAL,64.0,3.0,0.0,75.0
2020_05_TB_CHI_21,75,73.0,19.0,20.0,DOWNS,35.0,0.0,0.0,41.0
2020_05_TB_CHI_22,41,33.0,20.0,19.0,END_GAME,1.0,0.0,0.0,36.0
2020_06_ARI_DAL_1,75,3600.0,0.0,0.0,PUNT,47.0,0.0,0.0,72.0
2020_06_ARI_DAL_2,72,3544.0,0.0,0.0,PUNT,100.0,0.0,0.0,76.0
2020_06_ARI_DAL_3,76,3435.0,0.0,0.0,PUNT,228.0,0.0,0.0,90.0
2020_06_ARI_DAL_4,90,3197.0,0.0,0.0,PUNT,55.0,0.0,0.0,51.0
2020_06_ARI_DAL_5,51,3132.0,0.0,0.0,PUNT,106.0,0.0,0.0,74.0
2020_06_ARI_DAL_6,74,3017.0,0.0,0.0,FUMBLE,153.0,0.0,0.0,54.0
2020_06_ARI_DAL_7,54,2856.0,0.0,0.0,TOUCHDOWN,278.0,7.0,0.0,75.0
2020_06_ARI_DAL_8,75,2578.0,0.0,7.0,FUMBLE,39.0,0.0,0.0,27.0
2020_06_ARI_DAL_9,27,2530.0,7.0,0.0,TOUCHDOWN,99.0,7.0,0.0,75.0
2020_06_ARI_DAL_10,75,2431.0,0.0,14.0,PUNT,329.0,0.0,0.0,80.0
2020_06_ARI_DAL_11,80,2093.0,14.0,0.0,TOUCHDOWN,10.0,7.0,0.0,66.0
2020_06_ARI_DAL_12,66,2077.0,0.0,21.0,FIELD_GOAL,264.0,3.0,0.0,75.0
2020_06_ARI_DAL_13,75,1810.0,21.0,3.0,END_HALF,0.0,0.0,0.0,75.0
2020_06_ARI_DAL_14,75,1800.0,3.0,21.0,INTERCEPTION,148.0,0.0,0.0,79.0
2020_06_ARI_DAL_15,79,1645.0,21.0,3.0,TOUCHDOWN,272.0,7.0,0.0,75.0
2020_06_ARI_DAL_16,75,1373.0,3.0,28.0,MISSED_FG,125.0,0.0,0.0,52.0
2020_06_ARI_DAL_17,52,1243.0,28.0,3.0,PUNT,171.0,0.0,0.0,86.0
2020_06_ARI_DAL_18,86,1061.0,3.0,28.0,INTERCEPTION,261.0,0.0,0.0,90.0
2020_06_ARI_DAL_19,90,798.0,28.0,3.0,FIELD_GOAL,260.0,3.0,0.0,75.0
2020_06_ARI_DAL_20,75,534.0,3.0,31.0,TOUCHDOWN,366.0,7.0,0.0,75.0
2020_06_ARI_DAL_21,75,168.0,31.0,10.0,TOUCHDOWN,59.0,7.0,0.0,75.0
2020_06_ARI_DAL_22,75,109.0,10.0,38.0,END_GAME,72.0,0.0,0.0,63.0
2020_06_ATL_MIN_1,76,3595.0,0.0,0.0,INTERCEPTION,0.0,0.0,0.0,29.0
2020_06_ATL_MIN_2,29,3583.0,0.0,0.0,TOUCHDOWN,161.0,7.0,0.0,72.0
2020_06_ATL_MIN_3,72,3416.0,0.0,7.0,PUNT,116.0,0.0,0.0,86.0
2020_06_ATL_MIN_4,86,3293.0,7.0,0.0,FIELD_GOAL,405.0,3.0,0.0,75.0
2020_06_ATL_MIN_5,75,2882.0,0.0,10.0,PUNT,79.0,0.0,0.0,55.0
2020_06_ATL_MIN_6,55,2792.0,10.0,0.0,FUMBLE,76.0,0.0,0.0,76.0
2020_06_ATL_MIN_7,76,2707.0,0.0,10.0,DOWNS,203.0,0.0,0.0,98.0
2020_06_ATL_MIN_8,98,2501.0,10.0,0.0,PUNT,269.0,0.0,0.0,84.0
